Datetime,AAPL,GOOG,MSFT
2024-12-05 14:30:00+00:00,244.36500549316406,177.0,439.1000061035156
2024-12-05 14:31:00+00:00,243.9499969482422,177.63999938964844,438.32000732421875
2024-12-05 14:32:00+00:00,244.0,176.99000549316406,438.3349914550781
2024-12-05 14:33:00+00:00,243.93499755859375,177.00999450683594,438.54998779296875
2024-12-05 14:34:00+00:00,243.63009643554688,176.57000732421875,439.3900146484375
2024-12-05 14:35:00+00:00,243.5800018310547,176.36000061035156,439.1733093261719
